id,gender,age,education,city,country
20051,0,42,среднее,1183,32
20053,1,37,среднее,1147,32
20054,0,16,высшее,1134,32
20055,1,25,высшее,1188,32
20057,1,29,среднее,1178,32
20060,1,34,среднее,1168,32
20061,0,28,среднее,1178,32
20063,0,31,среднее,1197,32
20064,1,21,высшее,1134,32
20066,1,22,высшее,1177,32
20067,1,27,среднее,1209,32
20068,1,36,среднее,1137,32
20069,1,41,среднее,1134,32
20070,0,41,среднее,1167,32
20071,1,25,высшее,1167,32
20072,0,32,среднее,1177,32
20073,1,39,высшее,1134,32
20075,0,37,среднее,1181,32
20078,1,57,среднее,1134,32
20079,0,63,среднее,1188,32
20080,1,53,среднее,1184,32
20082,1,46,среднее,1163,32
20085,1,44,среднее,1157,32
20087,0,58,среднее,526,32
20089,0,36,среднее,1082,32
20092,0,35,среднее,1204,32
20096,0,57,среднее,1208,32
20097,1,31,среднее,1134,32
20098,0,30,среднее,1187,32
20099,1,22,высшее,1188,32
20100,0,46,среднее,1165,32
20105,0,19,высшее,1204,32
20108,0,57,среднее,1202,32
20109,0,56,среднее,1192,32
20112,1,35,среднее,1155,32
20116,0,48,среднее,1188,32
20117,1,51,среднее,1188,32
20118,0,30,среднее,1167,32
20120,1,48,среднее,1201,32
20121,1,31,среднее,33,32
20122,1,20,высшее,1134,32
20123,0,59,среднее,1134,32
20125,1,14,среднее,1134,32
20127,1,39,среднее,1157,32
20128,0,36,среднее,1183,32
20131,1,53,среднее,1178,32
20133,1,37,среднее,1188,32
20134,1,36,среднее,1156,32
20137,1,19,высшее,33,32
20140,1,36,среднее,1134,32
20141,1,59,среднее,1151,32
20142,0,11,среднее,1183,32
20143,0,21,высшее,1134,32
20144,0,38,высшее,84,32
20148,0,65,среднее,1134,32
20151,0,22,высшее,1179,32
20155,0,42,среднее,1134,32
20158,0,38,среднее,1157,32
20159,1,30,высшее,1160,32
20160,0,22,высшее,1177,32
20161,0,39,среднее,1211,32
20163,1,52,среднее,1168,32
20169,1,37,среднее,1201,32
20170,1,40,среднее,1168,32
20171,0,58,среднее,1185,32
20174,1,36,среднее,1134,32
20178,1,35,среднее,1203,32
20180,1,26,высшее,1180,32
20182,0,38,среднее,1188,32
20183,1,32,среднее,1146,32
20187,0,46,среднее,1168,32
20188,1,54,среднее,1134,32
20189,1,11,среднее,1134,32
20190,1,21,высшее,1134,32
20191,0,44,среднее,1181,32
20192,0,39,среднее,1177,32
20194,0,64,среднее,1134,32
20195,0,44,среднее,1180,32
20199,0,19,высшее,1188,32
20200,1,20,высшее,1134,32
20202,0,37,среднее,1196,32
20203,0,42,среднее,1188,32
20208,0,28,среднее,1148,32
20211,1,18,высшее,1134,32
20212,1,29,среднее,1134,32
20213,0,35,среднее,1208,32
20214,1,34,среднее,1134,32
20215,0,35,среднее,1188,32
20216,0,49,среднее,1187,32
20217,0,42,среднее,1160,32
20219,1,32,среднее,1134,32
20220,1,32,среднее,1188,32
20221,0,33,среднее,1134,32
20224,1,43,среднее,1173,32
20227,0,23,высшее,1204,32
20228,1,33,среднее,1134,32
20231,1,49,среднее,1188,32
20232,1,51,среднее,1156,32
20233,0,58,среднее,1148,32
20234,1,27,среднее,1203,32
20237,1,19,высшее,1147,32
20240,0,41,среднее,1160,32
20242,1,36,среднее,1178,32
20243,1,38,среднее,1188,32
20246,0,16,высшее,1156,32
20248,1,46,среднее,1134,32
20252,0,47,среднее,1187,32
20253,1,36,среднее,1139,32
20254,0,37,среднее,1166,32
20256,0,38,среднее,1204,32
20257,1,45,среднее,1134,32
20258,1,31,среднее,1134,32
20260,1,34,среднее,1152,32
20262,1,58,среднее,1162,32
20263,0,21,высшее,1157,32
20266,1,16,высшее,1161,32
20268,0,72,среднее,1165,32
20269,1,29,среднее,1134,32
20275,0,40,среднее,1192,32
20276,0,39,среднее,1142,32
20279,0,37,среднее,1204,32
20284,0,41,среднее,1157,32
20289,1,28,среднее,1194,32
20292,0,42,среднее,1134,32
20294,0,24,высшее,1190,32
20295,1,33,среднее,1160,32
20296,0,49,среднее,1178,32
20298,0,46,среднее,1162,32
20299,0,38,среднее,1185,32
20304,0,50,высшее,1177,32
20307,0,48,среднее,1168,32
20308,1,22,высшее,1154,32
20310,1,49,среднее,1192,32
20312,0,36,среднее,1203,32
20314,1,44,среднее,1134,32
20316,0,39,среднее,1159,32
20319,0,31,среднее,1188,32
20320,0,53,среднее,1160,32
20322,0,36,высшее,1185,32
20324,1,47,среднее,1188,32
20325,1,40,среднее,1204,32
20326,1,43,среднее,1177,32
20327,1,55,среднее,1199,32
20329,0,66,среднее,1134,32
20331,1,38,среднее,1188,32
20335,1,51,среднее,1187,32
20338,0,36,среднее,1177,32
20341,0,62,среднее,1204,32
20343,1,33,среднее,1188,32
20344,0,42,среднее,1157,32
20345,1,23,высшее,1167,32
20346,0,33,среднее,1134,32
20349,1,25,высшее,1188,32
20350,1,35,среднее,535,32
20351,1,32,среднее,1152,32
20352,0,33,среднее,1134,32
20353,1,43,среднее,1134,32
20355,1,53,среднее,1187,32
20356,1,39,среднее,1141,32
20357,0,16,высшее,1190,32
20359,0,45,среднее,1134,32
20361,1,31,среднее,1168,32
20364,1,48,среднее,1134,32
20365,1,51,среднее,1188,32
20367,1,35,среднее,1198,32
20369,0,37,среднее,1204,32
20370,0,51,среднее,1180,32
20371,0,49,среднее,1183,32
20372,1,27,высшее,1202,32
20373,1,39,среднее,1186,32
20374,1,33,среднее,1194,32
20378,0,46,среднее,1160,32
20381,0,40,среднее,1134,32
20382,0,39,среднее,1187,32
20383,1,45,среднее,1187,32
20384,0,52,высшее,803,32
20385,0,47,среднее,1134,32
20386,1,23,высшее,1188,32
20387,0,58,среднее,1204,32
20388,0,19,высшее,1159,32
20390,1,29,высшее,1171,32
20395,1,44,среднее,1200,32
20398,0,39,среднее,1194,32
20399,1,47,среднее,1153,32
20403,1,36,среднее,656,32
20405,1,19,высшее,1188,32
20407,0,29,среднее,1181,32
20411,1,44,высшее,1163,32
20413,1,42,среднее,1134,32
20414,1,40,среднее,1167,32
20415,1,23,высшее,1204,32
20416,0,27,высшее,1167,32
20419,0,43,среднее,1134,32
20420,0,41,среднее,1145,32
20423,1,26,среднее,1134,32
20424,1,43,среднее,1191,32
20425,1,9,среднее,1134,32
20427,1,54,среднее,1151,32
20430,0,24,высшее,1190,32
20431,1,23,высшее,1134,32
20432,0,56,среднее,1188,32
20434,1,32,среднее,1201,32
20435,1,34,среднее,1187,32
20438,1,54,среднее,1192,32
20439,0,46,высшее,1165,32
20440,1,39,среднее,1134,32
20441,1,37,среднее,1205,32
20445,1,18,высшее,1161,32
20446,1,52,среднее,1188,32
20447,1,50,среднее,1155,32
20449,0,39,среднее,1157,32
20451,1,39,среднее,1182,32
20452,0,15,высшее,111,32
20453,1,37,среднее,1156,32
20455,0,29,среднее,1134,32
20456,1,58,среднее,1134,32
20457,1,35,среднее,1198,32
20458,1,51,среднее,1134,32
20460,0,57,среднее,1200,32
20462,1,26,высшее,1157,32
20463,1,34,среднее,1134,32
20465,1,37,среднее,1196,32
20466,0,57,среднее,1134,32
20467,1,15,высшее,1158,32
20468,0,44,среднее,1183,32
20470,0,56,среднее,1134,32
20473,0,29,среднее,1177,32
20475,0,68,среднее,1208,32
20476,0,31,среднее,1188,32
20477,1,39,среднее,1157,32
20481,0,42,среднее,1134,32
20483,1,57,среднее,1134,32
20484,0,38,среднее,1157,32
20485,0,36,среднее,1156,32
20486,0,38,высшее,1167,32
20492,1,74,среднее,1183,32
20493,1,45,среднее,1134,32
20494,0,46,среднее,1134,32
20499,0,58,среднее,1201,32
20500,0,44,среднее,1204,32
20503,0,67,среднее,1134,32
20504,1,14,высшее,1188,32
20505,1,29,среднее,1134,32
20506,1,36,среднее,1185,32
20507,0,29,среднее,1134,32
20508,1,40,среднее,1185,32
20511,0,34,среднее,1188,32
20512,0,38,среднее,1188,32
20517,1,26,высшее,1171,32
20520,1,30,среднее,1134,32
20522,1,40,среднее,1167,32
20525,1,41,среднее,1157,32
20529,1,43,среднее,1185,32
20530,1,38,среднее,1157,32
20531,0,43,среднее,1187,32
20532,1,45,среднее,1192,32
20534,1,52,среднее,1134,32
20535,1,30,среднее,1200,32
20536,1,48,среднее,1163,32
20538,1,54,среднее,1204,32
20539,1,45,среднее,1204,32
20541,1,34,среднее,1134,32
20545,1,36,среднее,1201,32
20547,1,26,высшее,1142,32
20548,1,24,высшее,1167,32
20549,1,32,среднее,1134,32
20550,1,22,высшее,1174,32
20551,1,18,высшее,1167,32
20552,1,41,высшее,1199,32
20553,1,43,среднее,1190,32
20554,1,40,среднее,1177,32
20555,1,18,высшее,1179,32
20556,1,22,высшее,1134,32
20558,1,35,среднее,1160,32
20559,1,63,среднее,1134,32
20563,1,39,среднее,1159,32
20566,0,37,среднее,1207,32
20570,1,20,высшее,1152,32
20571,0,56,среднее,1173,32
20573,0,31,среднее,1178,32
20578,1,44,среднее,1188,32
20580,0,38,среднее,1156,32
20583,1,17,высшее,1134,32
20585,1,51,среднее,1188,32
20587,1,25,высшее,1134,32
20588,1,34,среднее,1157,32
20590,1,33,среднее,1188,32
20591,1,42,среднее,1183,32
20592,0,39,среднее,1156,32
20597,0,34,среднее,1157,32
20599,1,17,высшее,1134,32
20603,0,42,среднее,1165,32
20605,1,42,среднее,1188,32
20609,0,41,среднее,1178,32
20610,0,47,среднее,1190,32
20611,1,29,высшее,1157,32
20613,0,28,среднее,1134,32
20614,0,40,высшее,1198,32
20618,1,50,среднее,1202,32
20619,1,32,среднее,1182,32
20621,0,42,среднее,1171,32
20625,1,26,среднее,1134,32
20627,1,57,среднее,1134,32
20628,1,49,среднее,1209,32
20632,1,42,среднее,1207,32
20633,0,42,среднее,1175,32
20634,1,51,среднее,1206,32
20638,0,22,высшее,1188,32
20639,1,32,среднее,1157,32
20641,1,55,среднее,1134,32
20642,1,23,высшее,1188,32
20643,1,38,высшее,1148,32
20645,1,58,среднее,1188,32
20646,1,48,среднее,1134,32
20651,1,22,высшее,1167,32
20652,1,51,среднее,1164,32
20653,1,51,среднее,1134,32
20654,0,73,среднее,1188,32
20655,0,53,среднее,1188,32
20657,0,36,среднее,1134,32
20664,1,23,высшее,1185,32
20669,0,36,среднее,1186,32
20674,1,41,среднее,1160,32
20675,0,42,среднее,1204,32
20676,0,23,высшее,1165,32
20678,1,20,высшее,1154,32
20679,0,33,среднее,1183,32
20688,0,38,среднее,1157,32
20689,0,22,высшее,1134,32
20691,0,73,среднее,1134,32
20692,0,22,высшее,1185,32
20693,1,37,среднее,1134,32
20696,1,55,высшее,1134,32
20698,0,57,среднее,1157,32
20703,1,52,среднее,1188,32
20704,1,31,среднее,1188,32
20705,1,51,среднее,255,32
20707,0,46,среднее,1147,32
20708,1,20,высшее,1198,32
20709,1,20,высшее,1175,32
20710,1,33,среднее,1194,32
20711,0,52,среднее,1188,32
20712,0,39,среднее,1186,32
20713,0,42,среднее,1179,32
20717,0,36,среднее,3,35
20719,1,51,среднее,1134,32
20726,0,37,среднее,1167,32
20729,0,39,среднее,1134,32
20730,1,32,высшее,1204,32
20731,1,34,высшее,1159,32
20732,1,43,среднее,1201,32
20736,1,25,высшее,1179,32
20737,1,44,среднее,1188,32
20738,0,37,среднее,1183,32
20739,0,35,среднее,1134,32
20740,1,23,высшее,1204,32
20742,0,35,среднее,1134,32
20744,1,22,высшее,1134,32
20746,1,53,высшее,1180,32
20750,0,43,среднее,553,32
20751,1,54,среднее,1185,32
20752,0,30,среднее,1188,32
20755,1,43,высшее,1211,32
20756,1,36,среднее,1190,32
20757,1,53,среднее,1157,32
20760,1,50,среднее,1177,32
20763,0,37,среднее,2,32
20765,0,37,среднее,1190,32
20766,1,33,среднее,1160,32
20769,1,40,среднее,1187,32
20770,0,39,среднее,1168,32
20779,1,22,высшее,1188,32
20781,1,41,среднее,1187,32
20782,0,53,среднее,33,32
20783,1,43,среднее,1168,32
20784,1,36,среднее,1183,32
20785,1,54,среднее,1211,32
20786,1,39,среднее,1188,32
20787,0,45,среднее,1134,32
20790,1,33,среднее,1208,32
20798,1,35,среднее,1188,32
20802,0,51,среднее,1134,32
20803,1,40,среднее,1134,32
20804,1,70,среднее,1153,32
20808,0,39,среднее,645,32
20809,0,40,среднее,1188,32
20812,1,28,среднее,1188,32
20813,1,41,среднее,1159,32
20814,1,36,среднее,1188,32
20815,1,35,среднее,1134,32
20818,1,45,среднее,1134,32
20821,1,63,высшее,1139,32
20826,1,54,среднее,1168,32
20828,0,59,среднее,1134,32
20830,1,40,среднее,1177,32
20831,1,37,среднее,1134,32
20832,0,28,высшее,1187,32
20833,1,34,среднее,1134,32
20836,0,36,среднее,1134,32
20837,1,44,среднее,1134,32
20838,1,28,высшее,1139,32
20840,1,24,высшее,1156,32
20841,0,35,среднее,1187,32
20843,0,33,среднее,1134,32
20844,0,16,высшее,1186,32
20845,1,24,высшее,1188,32
20848,1,55,среднее,1202,32
20849,0,40,среднее,806,32
20850,0,40,среднее,1183,32
20852,1,37,среднее,1134,32
20853,1,52,среднее,1188,32
20857,1,25,высшее,1134,32
20858,1,38,среднее,1134,32
20859,1,40,среднее,1153,32
20862,0,69,среднее,1134,32
20864,0,42,высшее,1185,32
20868,1,36,среднее,1157,32
20870,0,36,среднее,1178,32
20871,0,73,среднее,1134,32
20872,0,37,среднее,1158,32
20874,1,23,высшее,1157,32
20875,1,35,среднее,1167,32
20876,1,59,среднее,1206,32
20881,1,37,среднее,1154,32
20883,1,10,среднее,1188,32
20886,0,56,среднее,1195,32
20887,1,35,среднее,1134,32
20888,1,49,среднее,1156,32
20889,1,49,среднее,1194,32
20890,1,52,среднее,1134,32
20898,0,42,среднее,1134,32
20899,1,49,среднее,1188,32
20900,0,70,среднее,1134,32
20904,1,46,среднее,1188,32
20908,0,19,высшее,1187,32
20909,0,26,высшее,1188,32
20910,1,37,среднее,1192,32
20911,1,23,высшее,1199,32
20913,1,40,среднее,1188,32
20914,0,48,среднее,1187,32
20915,1,39,среднее,1134,32
20921,0,43,среднее,1134,32
20922,0,39,среднее,1188,32
20923,1,18,высшее,1196,32
20924,1,32,среднее,1185,32
20927,0,39,среднее,1134,32
20929,1,30,высшее,1202,32
20931,0,39,среднее,1134,32
20932,1,29,высшее,1162,32
20933,0,46,среднее,1188,32
20935,1,29,среднее,1134,32
20936,1,51,среднее,1195,32
20939,1,33,среднее,1205,32
20942,0,35,среднее,1187,32
20946,1,45,среднее,1183,32
20948,1,38,среднее,1160,32
20949,1,40,среднее,1134,32
20950,1,43,среднее,1134,32
20951,1,23,высшее,1134,32
20953,0,32,среднее,1147,32
20954,0,48,среднее,1166,32
20956,0,36,среднее,1162,32
20957,0,40,среднее,1188,32
20959,0,46,среднее,1205,32
20963,1,34,среднее,1190,32
20965,1,42,среднее,1134,32
20968,0,62,среднее,1188,32
20974,1,56,среднее,1193,32
20976,1,55,среднее,1150,32
20981,0,30,среднее,1178,32
20984,1,22,высшее,1189,32
20986,0,35,среднее,1170,32
20987,1,44,среднее,1167,32
20989,0,36,среднее,1162,32
20990,1,43,среднее,1188,32
20992,1,28,среднее,1208,32
20994,1,5,среднее,1188,32
20995,0,55,среднее,1185,32
20996,0,44,среднее,1137,32
20997,0,38,среднее,1177,32
20998,0,19,высшее,1141,32
20999,1,53,среднее,1167,32
21001,1,33,среднее,1134,32
21003,1,55,среднее,1175,32
21004,0,40,среднее,1148,32
21005,1,53,среднее,1182,32
21006,1,20,высшее,1185,32
21007,1,42,среднее,1134,32
21010,1,45,среднее,1141,32
21011,1,44,среднее,1163,32
21012,0,37,среднее,1186,32
21014,1,25,высшее,1157,32
21015,0,26,среднее,1134,32
21016,0,47,высшее,1134,32
21018,1,18,высшее,1204,32
21019,1,38,среднее,1178,32
21023,0,36,среднее,1208,32
21024,1,49,среднее,1134,32
21025,1,40,среднее,1188,32
21026,0,25,высшее,1204,32
21027,0,45,среднее,1188,32
21028,0,40,среднее,1134,32
21030,1,35,среднее,1188,32
21031,0,38,среднее,1189,32
21033,1,23,высшее,1188,32
21034,1,33,среднее,1154,32
21037,0,62,среднее,1182,32
21038,0,57,среднее,1162,32
21039,1,29,среднее,1179,32
21044,1,23,высшее,1134,32
21045,0,14,среднее,1134,32
21047,1,25,высшее,1178,32
21051,0,51,среднее,1179,32
21053,1,24,высшее,1188,32
21056,0,22,высшее,1190,32
21060,0,57,среднее,1178,32
21061,0,24,высшее,1195,32
21062,0,39,среднее,1134,32
21063,1,38,среднее,1134,32
21065,1,35,среднее,1178,32
21071,1,59,среднее,1157,32
21072,0,35,среднее,1177,32
21075,1,35,среднее,1204,32
21077,1,45,среднее,900,32
21079,1,37,среднее,1150,32
21080,1,30,среднее,1162,32
21082,0,41,среднее,1204,32
21087,0,52,среднее,1182,32
21089,0,42,среднее,1180,32
21096,1,57,среднее,1134,32
21100,0,27,высшее,1179,32
21103,0,37,среднее,1179,32
21105,1,32,среднее,1208,32
21111,1,18,высшее,78,32
21112,1,40,среднее,1134,32
21113,0,34,среднее,1167,32
21115,0,34,среднее,1203,32
21116,1,34,среднее,1159,32
21117,0,40,среднее,1167,32
21118,0,38,среднее,1134,32
21122,0,39,среднее,1165,32
21123,0,35,среднее,1137,32
21127,0,48,среднее,1167,32
21130,0,22,высшее,1152,32
21131,1,30,среднее,1141,32
21132,0,19,высшее,1188,32
21133,1,34,среднее,1134,32
21134,1,26,высшее,1159,32
21135,1,53,среднее,1188,32
21137,1,45,среднее,1134,32
21139,1,57,среднее,1154,32
21140,1,43,среднее,1204,32
21141,1,15,высшее,1177,32
21142,1,38,среднее,1183,32
21143,1,39,среднее,1092,32
21146,1,26,среднее,1134,32
21147,1,21,высшее,1198,32
21149,1,59,высшее,1187,32
21155,1,33,среднее,1188,32
21156,0,44,среднее,1188,32
21158,0,43,среднее,1188,32
21159,0,42,среднее,1134,32
21160,0,37,среднее,13,38
21161,0,46,среднее,1177,32
21162,0,49,среднее,1157,32
21163,1,36,среднее,1157,32
21165,1,16,высшее,1178,32
21166,1,48,среднее,1134,32
21172,0,58,среднее,1193,32
21173,1,39,среднее,1134,32
21174,0,39,среднее,1148,32
21175,0,39,среднее,1157,32
21177,1,51,среднее,1188,32
21180,1,22,высшее,1134,32
21181,0,44,среднее,1204,32
21184,0,48,среднее,1160,32
21185,1,32,среднее,1178,32
21186,1,37,среднее,1188,32
21188,0,38,среднее,1156,32
21190,1,47,среднее,1155,32
21192,1,28,среднее,1200,32
21193,1,41,среднее,1153,32
21194,1,56,среднее,1193,32
21195,0,52,среднее,1185,32
21196,1,43,среднее,1189,32
21197,1,36,среднее,1159,32
21198,1,51,высшее,1134,32
21201,0,43,среднее,1187,32
21203,1,34,среднее,1183,32
21204,1,50,среднее,1177,32
21205,0,40,среднее,1170,32
21206,1,45,среднее,1134,32
21207,1,37,среднее,1134,32
21208,1,16,высшее,1167,32
21210,0,40,среднее,1204,32
21212,1,20,высшее,1182,32
21213,0,26,высшее,1157,32
21214,0,52,среднее,1188,32
21215,1,48,среднее,1204,32
21216,0,28,среднее,1134,32
21223,0,36,среднее,1168,32
21224,0,55,среднее,1134,32
21227,0,39,среднее,1188,32
21235,1,41,среднее,1200,32
21240,1,63,среднее,1188,32
21241,0,15,высшее,1182,32
21244,1,46,среднее,1188,32
21246,1,25,высшее,1178,32
21249,1,35,среднее,1208,32
21250,1,22,высшее,1168,32
21252,1,51,среднее,1191,32
21253,1,37,среднее,78,32
21256,1,50,среднее,1134,32
21258,1,52,среднее,1160,32
21261,1,49,среднее,1134,32
21263,1,43,среднее,1192,32
21264,1,27,высшее,1134,32
21268,1,40,среднее,1162,32
21269,1,38,среднее,1164,32
21272,0,40,среднее,1188,32
21273,0,39,среднее,1134,32
21275,0,71,среднее,1157,32
21278,0,21,высшее,1133,32
21281,1,39,высшее,1167,32
21282,1,43,среднее,1134,32
21283,1,47,среднее,1195,32
21284,0,32,среднее,1157,32
21285,0,34,среднее,1182,32
21287,0,31,среднее,1134,32
21288,0,20,высшее,1188,32
21290,0,34,среднее,1156,32
21296,1,20,высшее,1164,32
21298,0,49,среднее,1160,32
21299,1,22,высшее,1134,32
21300,1,58,высшее,1188,32
21305,1,47,среднее,1183,32
21306,0,37,среднее,1134,32
21307,1,39,среднее,1183,32
21311,1,23,высшее,1134,32
21312,1,19,высшее,1188,32
21314,1,22,высшее,1177,32
21316,1,39,среднее,1188,32
21317,0,38,среднее,1152,32
21318,0,58,среднее,1133,32
21326,0,37,среднее,1134,32
21329,1,56,среднее,1187,32
21331,0,10,среднее,1188,32
21334,0,32,среднее,1203,32
21335,0,20,высшее,1188,32
21336,0,52,среднее,1134,32
21337,0,41,среднее,1167,32
21343,0,40,среднее,1208,32
21345,0,61,среднее,1134,32
21346,0,54,среднее,1161,32
21347,1,45,среднее,1134,32
21348,1,51,среднее,1134,32
21353,1,59,среднее,1191,32
21356,0,61,высшее,1179,32
21358,1,62,среднее,1188,32
21359,0,45,среднее,1134,32
21361,1,35,среднее,1179,32
21362,1,32,среднее,1184,32
21364,0,47,среднее,1134,32
21365,1,64,среднее,1198,32
21369,1,37,среднее,1188,32
21373,0,39,среднее,1134,32
21374,0,18,высшее,1183,32
21376,1,61,среднее,1168,32
21381,1,63,среднее,1177,32
21382,0,40,среднее,1134,32
21383,1,36,среднее,1134,32
21384,1,44,среднее,1203,32
21385,1,40,среднее,1176,32
21388,0,36,среднее,1190,32
21389,0,36,среднее,1207,32
21390,0,33,среднее,1192,32
21393,1,22,высшее,151,32
21396,1,23,высшее,1201,32
21399,0,37,среднее,1134,32
21400,0,60,среднее,1134,32
21401,0,23,высшее,1188,32
21403,1,35,среднее,1134,32
21407,0,52,среднее,1150,32
21408,0,27,среднее,1188,32
21417,0,58,среднее,1177,32
21420,1,50,среднее,1134,32
21422,1,32,высшее,1134,32
21423,1,51,среднее,1163,32
21424,1,23,высшее,76,32
21425,0,45,среднее,1201,32
21426,0,58,среднее,1204,32
21427,1,25,высшее,1168,32
21428,1,49,среднее,1183,32
21429,1,37,среднее,1134,32
21431,0,40,среднее,1134,32
21433,0,42,среднее,1157,32
21435,1,32,среднее,1142,32
21438,1,41,среднее,1156,32
21440,0,56,среднее,1158,32
21441,0,47,среднее,1198,32
21442,1,40,среднее,1187,32
21444,0,51,среднее,1153,32
21446,1,52,среднее,1134,32
21448,1,51,среднее,1134,32
21449,1,33,среднее,1201,32
21450,1,50,высшее,1185,32
21451,0,45,среднее,1188,32
21454,1,17,высшее,1162,32
21456,0,29,среднее,1179,32
21459,0,36,среднее,1179,32
21462,0,53,среднее,1187,32
21469,0,38,среднее,1134,32
21470,1,42,среднее,1163,32
21472,0,60,среднее,1181,32
21474,1,32,среднее,1165,32
21475,0,29,высшее,1165,32
21476,1,29,среднее,1177,32
21477,0,28,среднее,1134,32
21478,1,36,среднее,1202,32
21479,1,53,среднее,1162,32
21481,1,23,высшее,1134,32
21482,1,35,среднее,1134,32
21483,1,48,среднее,1134,32
21484,1,58,среднее,1188,32
21487,0,61,среднее,1188,32
21492,0,62,среднее,1175,32
21494,1,25,высшее,1178,32
21495,0,55,среднее,1186,32
21496,1,45,среднее,1167,32
21498,1,47,среднее,1134,32
21499,1,16,высшее,1188,32
21502,0,38,среднее,1134,32
21505,1,39,среднее,1134,32
21506,1,29,среднее,1154,32
21508,0,50,среднее,1188,32
21509,1,24,высшее,1156,32
21513,1,62,среднее,1167,32
21514,0,35,среднее,1188,32
21515,1,22,высшее,1188,32
21519,1,38,среднее,1211,32
21520,1,27,среднее,1157,32
21524,1,52,высшее,1154,32
21526,0,29,среднее,1156,32
21527,0,31,среднее,1134,32
21528,0,40,среднее,1167,32
21529,1,33,среднее,1187,32
21531,0,49,среднее,1187,32
21534,0,36,среднее,1162,32
21539,0,37,среднее,1197,32
21541,0,45,среднее,1188,32
21543,0,43,среднее,1142,32
21544,1,43,среднее,1134,32
21547,1,51,среднее,1188,32
21549,1,22,высшее,1198,32
21550,1,23,высшее,1177,32
21553,0,42,среднее,1168,32
21555,1,30,среднее,1188,32
21557,1,33,среднее,1178,32
21558,1,39,среднее,1185,32
21560,1,46,среднее,1211,32
21563,1,49,среднее,1204,32
21565,1,52,среднее,526,32
21566,0,37,среднее,1167,32
21567,0,45,среднее,1154,32
21569,0,38,среднее,1181,32
21574,0,36,среднее,1188,32
21575,0,24,высшее,1204,32
21576,0,33,среднее,1134,32
21578,1,44,среднее,1167,32
21579,1,40,среднее,1147,32
21582,1,21,высшее,1134,32
21583,1,29,среднее,1159,32
21584,0,33,среднее,1141,32
21585,1,18,высшее,1134,32
21586,1,24,высшее,1188,32
21587,0,30,среднее,1134,32
21588,1,43,среднее,1134,32
21589,1,38,среднее,1134,32
21590,0,21,высшее,1134,32
21591,1,14,высшее,1188,32
21592,0,39,среднее,1141,32
21594,1,18,высшее,1187,32
21597,0,51,среднее,1134,32
21598,1,28,среднее,1134,32
21599,0,47,среднее,1134,32
21600,1,29,среднее,1208,32
21603,0,37,среднее,1188,32
21604,0,46,среднее,1178,32
21606,0,58,среднее,1145,32
21607,1,39,среднее,1190,32
21608,0,23,высшее,1134,32
21611,1,19,высшее,1188,32
21612,1,41,среднее,1134,32
21614,0,41,среднее,1167,32
21616,0,65,среднее,1203,32
21618,1,57,среднее,1188,32
21622,0,33,среднее,1134,32
21633,0,40,среднее,1188,32
21634,0,37,среднее,1187,32
21635,1,16,высшее,1157,32
21637,0,32,среднее,1162,32
21639,1,41,среднее,1134,32
21640,1,24,высшее,1188,32
21641,1,17,среднее,1188,32
21646,0,53,среднее,1200,32
21647,1,73,среднее,1134,32
21649,1,35,среднее,1159,32
21650,1,55,среднее,1193,32
21651,1,37,среднее,1153,32
21656,0,32,среднее,1167,32
21657,1,39,среднее,1188,32
21659,0,46,высшее,1157,32
21660,0,34,среднее,1134,32
21663,0,22,высшее,1155,32
21665,1,58,среднее,1185,32
21667,0,56,среднее,1188,32
21670,0,24,высшее,1141,32
21671,1,33,среднее,1179,32
21674,0,31,среднее,1178,32
21677,0,28,среднее,1190,32
21678,0,38,высшее,1205,32
21681,1,49,среднее,1209,32
21683,1,15,высшее,1183,32
21685,1,23,высшее,1134,32
21688,1,46,среднее,1174,32
21689,1,17,высшее,1204,32
21690,1,27,высшее,1204,32
21691,0,28,высшее,1167,32
21698,0,33,среднее,1157,32
21699,0,53,среднее,1188,32
21700,0,22,высшее,1188,32
21701,1,33,среднее,1154,32
21702,0,15,высшее,1163,32
21705,1,54,среднее,1133,32
21707,0,40,среднее,1196,32
21708,1,60,среднее,1211,32
21714,0,32,среднее,1134,32
21718,0,36,среднее,1160,32
21719,1,42,среднее,1152,32
21721,0,38,высшее,1153,32
21724,1,64,среднее,1134,32
21725,0,41,среднее,1134,32
21726,1,35,среднее,1188,32
21729,1,26,среднее,1134,32
21730,1,43,среднее,1134,32
21731,1,39,среднее,1134,32
21733,0,25,среднее,1134,32
21734,0,29,среднее,1188,32
21735,1,23,высшее,1167,32
21736,1,34,среднее,1134,32
21737,0,40,среднее,1134,32
21740,0,38,среднее,1190,32
21742,1,35,среднее,1168,32
21744,0,34,среднее,1134,32
21747,0,42,среднее,1178,32
21750,1,38,среднее,1134,32
21751,0,56,среднее,35,32
21752,1,47,высшее,1157,32
21754,1,45,среднее,164,32
21756,0,36,среднее,1134,32
21757,0,38,среднее,1134,32
21758,1,33,среднее,1202,32
21759,0,36,среднее,1161,32
21761,1,34,среднее,1202,32
21764,1,27,высшее,1134,32
21766,1,25,высшее,1188,32
21767,1,38,среднее,1157,32
21768,1,31,среднее,1174,32
21769,1,22,высшее,1155,32
21770,1,37,среднее,1187,32
21774,1,40,среднее,1134,32
21775,1,33,среднее,1179,32
21777,0,40,среднее,1187,32
21778,0,40,среднее,1145,32
21779,1,41,среднее,1134,32
